rank,id_boleto,risk_score_heuristico,risk_level,statistical_score,statistical_level,score_consolidado,amount,delay_days,payer_uf,beneficiary_uf,tipo_especie,baixa_missing,z_payer,z_beneficiary,z_combined,motivo_estatistico,motivos_heuristicos
6388,3cf47e5a1b3f1a76b4a761424695352a5233f55e2d809555d826f66df9a529d9,11.0,baixo,1.34,comportamento normal,8.1,75.47,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0536,0.0536,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6389,4e6aa24fb1bc8029cfd49bf317b126a617b76999fccf9fc431f7c54f3ec1c944,11.0,baixo,1.34,comportamento normal,8.1,68.90,0,,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0538,0.0538,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6390,e1ec2c8ff8d3377f677a07aa4a5f2981142b0bbea0cd309a61bc26ab0f05584d,11.0,baixo,1.35,comportamento normal,8.1,56.87,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0541,0.0541,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; indicador de inadimplencia moderado
6391,f48e5853caa310297626361686ba54b20d967879a8829169bad602e847ea92fc,11.0,baixo,1.32,comportamento normal,8.1,105.97,0,SP,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0528,0.0528,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6392,0d2f648b9a61e59e7e59100f80aef2bf95bf91348e55d941824210b638e53db7,11.0,baixo,1.34,comportamento normal,8.1,80.31,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0535,0.0535,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6393,a591ea2d0e683f4d944017f413701d8588069f7397b9b66632f20adc39a9f0ea,11.0,baixo,1.35,comportamento normal,8.1,53.57,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0542,0.0542,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6394,8c144802124013a74e42e5e4e9c7d2ddeb32f6f2f316bf59080731a603d03b62,11.0,baixo,1.33,comportamento normal,8.1,96.54,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.053,0.053,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6395,92344ca7dbcc4e496ca062b1c43e11dd50530c039b2c5521e3ed478b68ad6700,11.0,baixo,1.33,comportamento normal,8.1,95.28,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0531,0.0531,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6396,d940985a5b5eeebecee21e26abe6fd2533fb020f81304b43f4656f0c07f5fa33,11.0,baixo,1.34,comportamento normal,8.1,70.61,-4,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0537,0.0537,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6397,0059ddf06c8177800120bd0d2d19ad141800b8b308e2a4a483f488df7006234f,11.0,baixo,1.35,comportamento normal,8.1,52.70,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0542,0.0542,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6398,99190572b665fb850091bcc93c6d459e0cfe65cab8171be4e2ae1761cb294854,11.0,baixo,1.32,comportamento normal,8.1,98.35,-2,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.053,0.053,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6399,8582dabd1982a8700b4b33973b024803dc50924dd7aa8a56a10bd8ccbe26afba,11.0,baixo,1.34,comportamento normal,8.1,69.44,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0537,0.0537,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6400,d1c005df51b3738b07a94333a3a6a82e6f2caa8638d855c72437c04fe9536670,11.0,baixo,1.35,comportamento normal,8.1,61.66,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.054,0.054,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6401,dfa172780ce82a641d0ae731c56cb5007c2506854f69b2a46c96bec0823f3eb4,11.0,baixo,1.33,comportamento normal,8.1,82.57,-1,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0534,0.0534,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6402,ed29a3f1f4102932674e1d73aaf25fcfa96125369e1ebc67bc345a3bbbde8b7c,11.0,baixo,1.34,comportamento normal,8.1,74.61,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0536,0.0536,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6403,addd4d9926a45fb9e573ca0826f0517bae1f1205f4191e9f18c7b2d2c8429f32,11.0,baixo,1.33,comportamento normal,8.1,91.73,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0531,0.0531,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6404,71de6cccef120c0e9c5854edab410510cadf3881e1e640cdb9d1de8bc6e54035,11.0,baixo,1.35,comportamento normal,8.1,59.09,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.054,0.054,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6405,a6a1da3eec9e359c04da9e9a09fc46daf24c5e549d1b76347a18f001f70b03f5,11.0,baixo,1.35,comportamento normal,8.1,63.27,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0539,0.0539,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6406,fd1963c46170092e7b730108679623ce29d05288150e4fa367e89c4d4e74b145,11.0,baixo,1.33,comportamento normal,8.1,94.47,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0531,0.0531,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6407,1c3355a8124423d37628c8e22c907876d88714ec134e9e9dcc6a01a59fe4269e,11.0,baixo,1.35,comportamento normal,8.1,64.88,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0539,0.0539,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6408,d46eab198984687cf83732e29053a93d4130ba542fede0810c0507060ef0b06e,11.0,baixo,1.32,comportamento normal,8.1,105.43,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0528,0.0528,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6409,cc41bda0a6beac789c375dbc0061fc7786fe92616ac066df44e3d7a6cedd3db2,11.0,baixo,1.35,comportamento normal,8.1,61.10,-1,SC,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.054,0.054,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6410,02e41def761d2c5a92e377aa4f6940ea52e530fe1db01c6b46b311cabbed7035,11.0,baixo,1.35,comportamento normal,8.1,52.98,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0542,0.0542,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6411,20f9e8900e29c73ca9cf59caec2f24b96c92d59a7be19f75589e7a7388c3d092,11.0,baixo,1.32,comportamento normal,8.1,99.36,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0529,0.0529,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6412,c7ccd29ea7aedb3415941bf4d6b436369c40f76e85937efc0482a95b03ce1d20,11.0,baixo,1.33,comportamento normal,8.1,91.27,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0532,0.0532,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6413,4a716303e4a71be4cecf6a437e30d17b29d1d19a094995a0c816fa5b20b31f96,11.0,baixo,1.35,comportamento normal,8.1,59.44,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.054,0.054,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6414,ff1c00c9de221ed64059b3fd260a45af819fd7be7f4e04577c938df5deaa6994,11.0,baixo,1.34,comportamento normal,8.1,77.20,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0535,0.0535,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6415,433965d9727db38bcfa509267d2d9e9c9d0b62ebae14275be547edb3e9450080,11.0,baixo,1.35,comportamento normal,8.1,66.40,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0538,0.0538,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6416,776e19817727fc0bb77dec51b8497acdd8f6fd70a1e5ea38e83811d61fc40938,11.0,baixo,1.35,comportamento normal,8.1,56.75,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0541,0.0541,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6417,04973f1694f6af01bc5ba17853361dc9a7d67e4241220260934c2ff2f7cda85c,11.0,baixo,1.33,comportamento normal,8.1,87.29,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0533,0.0533,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6418,48e2b91d032f5c64125052593d951ddf831acc82b9021e3ef5442b47a8b0b209,11.0,baixo,1.32,comportamento normal,8.1,109.76,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0527,0.0527,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; indicador de inadimplencia moderado
6419,27fbabe1d87b27443700f7413090049ad7416c53867170297cbddba2ff9c2bbb,11.0,baixo,1.34,comportamento normal,8.1,80.15,-3,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0535,0.0535,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; indicador de inadimplencia moderado
6420,b85c38c2a885d7af651d258351519316b44e904b549a0879e2e137d0db9b4396,11.0,baixo,1.34,comportamento normal,8.1,77.14,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0535,0.0535,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6421,1856af74155202c0ad10cce3bc3c35adb001477314d09d143610c0f3e921ab6a,11.0,baixo,1.32,comportamento normal,8.1,107.50,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0527,0.0527,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6422,1e2fd25ab41d522517863ffd7ebe662afa6789cda312581bfba326890596b56a,11.0,baixo,1.34,comportamento normal,8.1,67.60,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0538,0.0538,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6423,adf175828e3b2fac2cb6fce2f5dd9c5e2b75ff7a0bd1c0d3884ff5e8825d0aee,11.0,baixo,1.35,comportamento normal,8.1,62.15,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0539,0.0539,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6424,4b958c4fd215e67a3651a7e7e6fc7efb7b409af4492f612965dcb7a8b029a3dc,11.0,baixo,1.33,comportamento normal,8.1,90.06,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0532,0.0532,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6425,be02e3bf643d1d7cd7a4ae4cff75176dd1a33ea2bef07cafee0f387651ec5495,11.0,baixo,1.32,comportamento normal,8.1,111.96,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0526,0.0526,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6426,572b1dfc28a1def7680bc9186aef5ac348d00c9b34baaa49fff39dbab15d4197,11.0,baixo,1.33,comportamento normal,8.1,96.25,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.053,0.053,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6427,fcfca662f8b650151a45f4a55dfa0fa3bb1a8ca06282d59108b889667e8e4807,11.0,baixo,1.33,comportamento normal,8.1,94.13,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0531,0.0531,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6428,dd9cba39bf3234cef39d0e188d292a9efb1c29912860492c8b6331e6bcf51293,11.0,baixo,1.32,comportamento normal,8.1,99.56,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0529,0.0529,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6429,1378243702eb1cfc57926b14f605a6cbb31eb266d46bf7e913f405e715c2fb2f,11.0,baixo,1.33,comportamento normal,8.1,95.80,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.053,0.053,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6430,5999e04a793da7244377bb754c834dad411d4c729217af6014ad88a623e2a8a3,11.0,baixo,1.35,comportamento normal,8.1,54.96,-3,,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0541,0.0541,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6431,eae24d9c62740f9c6b06d5417d10f37b14b08efa7fedcf8c6a67af3a17ab9686,11.0,baixo,1.34,comportamento normal,8.1,81.56,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0534,0.0534,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6432,25204c017940171e0c8f78bad9b6e0495246a926d1cf09c25c23e6708f2a6137,11.0,baixo,1.35,comportamento normal,8.1,64.13,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0539,0.0539,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6433,06a21ee58a0c8db27c4960cb55ca64d5d760dafe5b3b6099a01ca651030d0ad4,11.0,baixo,1.33,comportamento normal,8.1,86.81,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0533,0.0533,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6434,6f90f3dbe8641fffbb49a2135fb58dea255b50305c82dd0a73c0236f1db27a46,11.0,baixo,1.35,comportamento normal,8.1,66.66,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0538,0.0538,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6435,380dff0c877f9859b75e635fa736b6ebc9a5886ed77bcb3289d010d346e6628f,11.0,baixo,1.34,comportamento normal,8.1,78.67,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0535,0.0535,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; indicador de inadimplencia moderado
6436,028c338ddb88a01c31e1415ea4bc12de96a3c26193ef4876f52197fcbffd01cb,11.0,baixo,1.29,comportamento normal,8.09,146.24,-40,SC,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0517,0.0517,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6437,91fd1f87cf5f5c20b203885b657e7ca6d79003ad6a24087abb194cf80a4c8e36,11.0,baixo,1.3,comportamento normal,8.09,129.32,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0521,0.0521,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6438,201e06c40de21e9608544f5cddea181f592cba12209d565c40e4daf16c8b6743,11.0,baixo,1.31,comportamento normal,8.09,118.68,0,PR,SC,DM DUPLICATA MERCANTIL,nao,,-0.0524,0.0524,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6439,5c77c69f7b0982fe2577c155c7b54234b27cb1e0946c215c8aa4e35125fbd0d6,11.0,baixo,1.31,comportamento normal,8.09,122.30,-4,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0523,0.0523,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6440,a34ec3e24ddcf8ce30f581c94ffd1b54c57a22530989367dcdb495691b4d601d,11.0,baixo,1.3,comportamento normal,8.09,139.76,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0519,0.0519,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6441,126093c1d628f2fee6739bd750f03291c80d95306432e614906d28af01ca6436,11.0,baixo,1.31,comportamento normal,8.09,115.10,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0525,0.0525,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6442,f1e62ac0bfc7704fa391c2a8e2981a37d7ec6c4aa32c4c23d147ed1bee5deda1,11.0,baixo,1.31,comportamento normal,8.09,123.39,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0523,0.0523,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6443,5830a7487209bc13db80fbba797b4384d1b11669e7765d948fa6cc67b15ae631,11.0,baixo,1.29,comportamento normal,8.09,152.93,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0515,0.0515,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6444,64c55ef562bda8930552596e84b0d0db1d901871f9da407a68ec1d0e373eae39,11.0,baixo,1.29,comportamento normal,8.09,142.11,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0518,0.0518,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6445,4eada8694114a53f37c9924ae0d1c6a10d9b70572b1722fa4961fc2364a8bee6,11.0,baixo,1.31,comportamento normal,8.09,123.51,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0523,0.0523,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6446,155093cad5c4bd0b422afba35561c46aff2be733afceb65bbf69b5918c1f4426,11.0,baixo,1.31,comportamento normal,8.09,118.68,-2,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0524,0.0524,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6447,ac65c87b4923d3c8bd30cadc77da63f69586bc324e0159743655bd7afa13468c,11.0,baixo,1.29,comportamento normal,8.09,148.34,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0516,0.0516,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6448,994c29db9d2944a86faaf8f7a2fba28031e5787be641cf1114a0807a98f39a2f,11.0,baixo,1.31,comportamento normal,8.09,120.76,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0524,0.0524,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6449,9649ad5e69bf35848731117eb65b6a55f8b4a7df406dca7d644ca2e2a11a1046,11.0,baixo,1.3,comportamento normal,8.09,128.80,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0521,0.0521,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6450,1e2921f5c357f4c4be921dbecd9318ef075ddd067f2e0f5940a5f9667e1b8621,11.0,baixo,1.3,comportamento normal,8.09,133.72,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.052,0.052,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; indicador de inadimplencia moderado
6451,3dc5377b53a80b65712eb08bcfc7536adc1c4681a64bc7225a08b41683fa1b39,11.0,baixo,1.31,comportamento normal,8.09,116.15,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0525,0.0525,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6452,0020f409f811517041a78c36f85e950606436efa39d26c5249cfb049cdcaa7f6,11.0,baixo,1.29,comportamento normal,8.09,147.50,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0516,0.0516,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6453,ebeba7c39f4d02b439623b6f380fa4e57ae4cd51b470bf0a91f28ecdb62b97ed,11.0,baixo,1.31,comportamento normal,8.09,118.65,-3,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0524,0.0524,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6454,dc43a5e7c6cce3836b4862ead2f6afcf76c1f30762a5a1acd53be959a3337136,11.0,baixo,1.31,comportamento normal,8.09,115.67,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0525,0.0525,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6455,49d3482f57ee6bb73f14821ce6f90fee1d29cef504054c3b0537abf5132ad306,11.0,baixo,1.29,comportamento normal,8.09,153.28,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0515,0.0515,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6456,b157105e0cd3225e9076241dae47d134a7760a7816b2c7a1b6eb3f6d80eab0fb,11.0,baixo,1.31,comportamento normal,8.09,117.40,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0525,0.0525,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6457,c486d183f5f92a15d48843f99f5fda76d60072ec55bc63aa9f96fe9d2a430909,11.0,baixo,1.29,comportamento normal,8.09,145.90,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0517,0.0517,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6458,0d312fc1403cb9c213f7eb7eb560e70aa45a97142c72bb84059c6b1cbf1653c4,11.0,baixo,1.29,comportamento normal,8.09,143.28,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0518,0.0518,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6459,02345be64cd68eaf76e2ef406a4b9534b9a1cb5d9efc84c606c36467e8bbd894,11.0,baixo,1.29,comportamento normal,8.09,141.83,0,SC,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0518,0.0518,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6460,4f70915b099bb655bfb6ec6b2a8db973aafeea826d21676fd03252ca9b99c59c,11.0,baixo,1.29,comportamento normal,8.09,145.19,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0517,0.0517,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6461,1fb119dd95c256515343a463cee1ea7f0a043bea8d44acbf12f4bc03cfbe90b3,11.0,baixo,1.31,comportamento normal,8.09,126.75,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0522,0.0522,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6462,22d9ce837009ab976fbb7e25ca7fd8aae5e10620da1c2438d8e18616796e9a01,11.0,baixo,1.31,comportamento normal,8.09,119.20,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0524,0.0524,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6463,71cbe4db993f9cd7b6bb62fd39ebbdf350e616ff8e58b1472c1525f66d2e3836,11.0,baixo,1.29,comportamento normal,8.09,152.00,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0515,0.0515,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6464,9033b47db0ed2372c7301ddd9736fbcb408a9ddf18c67c7fb4605b566e8b34ea,11.0,baixo,1.29,comportamento normal,8.09,153.21,0,,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0515,0.0515,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6465,8fd584101d7b9f34c5cdb56a705c962dd6f6ce1da0dac90f8490cbfa21ca02ab,11.0,baixo,1.31,comportamento normal,8.09,122.24,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0523,0.0523,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6466,1c371b2ac2f2ad87697a053bd869f83a5a118bbecb49edc7b9b42669121f61b8,11.0,baixo,1.31,comportamento normal,8.09,118.15,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0524,0.0524,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6467,00d9156f4d9dad204ffc921ace7f19f6e88f00d7821efd76fffe8e2221856321,11.0,baixo,1.3,comportamento normal,8.09,135.40,-1,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.052,0.052,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; indicador de inadimplencia moderado
6468,3702168aab33a6200bddd14ada8f2c7de697c5338ad08dc12b8f265d09deff22,6.0,baixo,12.98,comportamento normal,8.09,959.50,-1,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,0.5193,0.5193,valor 0.52 desvios acima da media do beneficiario,beneficiario com alta concentracao operacional
6469,420a8b384537b4a386f146b31a96a10f5165a6cc765a2cf91606e8b8eeedf346,11.0,baixo,1.27,comportamento normal,8.08,183.54,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0507,0.0507,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
