rank,id_boleto,risk_score_heuristico,risk_level,statistical_score,statistical_level,score_consolidado,amount,delay_days,payer_uf,beneficiary_uf,tipo_especie,baixa_missing,z_payer,z_beneficiary,z_combined,motivo_estatistico,motivos_heuristicos
1198,c4ec97e9acc9e5c6bcf60beea7044e6636832f7c9bedbcd78023a88e41d4cb73,33.0,medio,19.81,comportamento normal,29.04,209100.49,0,SP,SP,DM DUPLICATA MERCANTIL,nao,0.7922,0.5929,0.7922,valor 0.79 desvios acima da media do pagador; valor 0.59 desvios acima da media do beneficiario,valor nominal entre os 5% maiores da base; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
1199,a6ceeed5aaa6a3a6217401377b8c5792d4b2853452c2ec514be87cb279306c8d,33.0,medio,19.81,comportamento normal,29.04,209100.49,0,SP,SP,DM DUPLICATA MERCANTIL,nao,0.7922,0.5929,0.7922,valor 0.79 desvios acima da media do pagador; valor 0.59 desvios acima da media do beneficiario,valor nominal entre os 5% maiores da base; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
1200,8a1d73502507186eb83a6f3b5666eb78adfec2460d05f67e4c9d960487bb0557,33.0,medio,19.76,comportamento normal,29.03,209026.60,0,SP,SP,DM DUPLICATA MERCANTIL,nao,0.7906,0.5915,0.7906,valor 0.79 desvios acima da media do pagador; valor 0.59 desvios acima da media do beneficiario,valor nominal entre os 5% maiores da base; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
1201,896c25240ac78d3163983f9d5bc85ae9a1089cd2258c60c0aa9b950528eefee3,33.0,medio,19.76,comportamento normal,29.03,209026.60,0,SP,SP,DM DUPLICATA MERCANTIL,nao,0.7906,0.5915,0.7906,valor 0.79 desvios acima da media do pagador; valor 0.59 desvios acima da media do beneficiario,valor nominal entre os 5% maiores da base; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
1202,8ab112d9042a4e0c0e48c1b071b2eea38b2dce2538e103b43f83c16ca932b778,23.0,baixo,43.1,desvio leve,29.03,1092.36,0,SP,SP,DS DUPLICATA DE SERVICO,nao,-1.4526,1.724,1.724,valor 1.45 desvios abaixo da media do pagador; valor 1.72 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; historico de atraso moderado; indicador de inadimplencia elevado
1203,3369fabf104edcaf4d242df7c0d51354354e9cb964cb005bd4de8a384537bae2,19.0,baixo,52.44,anomalia moderada,29.03,3930.18,0,RS,RS,DM DUPLICATA MERCANTIL,nao,1.1307,2.0974,2.0974,valor 1.13 desvios acima da media do pagador; valor 2.10 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
1204,2a7b059867dd86515cdde4729a99852943fea48ce3746778abc98394f5017159,19.0,baixo,52.44,anomalia moderada,29.03,3930.18,0,RS,RS,DM DUPLICATA MERCANTIL,nao,1.1307,2.0974,2.0974,valor 1.13 desvios acima da media do pagador; valor 2.10 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
1205,e640891bcbe3c648ccc4814b328bbc9a7226dd2be31ec9d2365f51735f5a2d6b,19.0,baixo,52.44,anomalia moderada,29.03,3930.18,0,RS,RS,DM DUPLICATA MERCANTIL,nao,1.1307,2.0974,2.0974,valor 1.13 desvios acima da media do pagador; valor 2.10 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
1206,f23cc7d8092d8c6cafdd57d37a01b9bf750334fc12aefa5e60e1310c955d7e49,27.33,baixo,32.94,desvio leve,29.01,785.75,7,BA,MG,DM DUPLICATA MERCANTIL,nao,,1.3176,1.3176,valor 1.32 desvios acima da media do beneficiario,pagamento com atraso de 7 dias; beneficiario com alta concentracao operacional; score de quantidade intermediario; historico de atraso moderado; indicador de inadimplencia elevado
1207,4ed5c046fa532c5babaa2d5c20c054b86f373d151929a12b8e9c4d35458574e7,32.0,medio,21.99,comportamento normal,29.0,2405.70,-23,RS,RS,DM DUPLICATA MERCANTIL,nao,-0.8796,-0.632,0.8796,valor 0.88 desvios abaixo da media do pagador; valor 0.63 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1208,94526da745d8cc346345d7973d89fefea8fd7e46ea27979699da6129411c5269,34.0,medio,17.31,comportamento normal,28.99,135.32,6,GO,GO,DM DUPLICATA MERCANTIL,nao,-0.5608,-0.6924,0.6924,valor 0.56 desvios abaixo da media do pagador; valor 0.69 desvios abaixo da media do beneficiario,pagamento com atraso de 6 dias; pagador com recorrencia relevante; beneficiario com alta concentracao operacional; pagador com liquidez moderada; score de quantidade baixo
1209,4d6328ddea2d7ccc913a7e32fc91db9a5c5f0c8804591a69e003efd04789b148,29.0,baixo,28.95,desvio leve,28.98,2046.31,0,BA,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,-0.1699,-1.1579,1.1579,valor 0.17 desvios abaixo da media do pagador; valor 1.16 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com liquidez moderada; beneficiario com baixa liquidez; indicador de inadimplencia moderado
1210,f4d0307b12523f672a50fb58faab8742a0314b7e4e280c1e9ec3637ea6063e2a,29.0,baixo,28.95,desvio leve,28.98,2046.31,0,BA,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,-0.1699,-1.1579,1.1579,valor 0.17 desvios abaixo da media do pagador; valor 1.16 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com liquidez moderada; beneficiario com baixa liquidez; indicador de inadimplencia moderado
1211,913f9a10cf1dc36397aba7645a2041179c29dfb545f547e602f6e8c71dea6337,30.67,medio,25.0,desvio leve,28.97,552.77,2,BA,SC,DM DUPLICATA MERCANTIL,nao,-1.0,-0.544,1.0,valor 1.00 desvios abaixo da media do pagador; valor 0.54 desvios abaixo da media do beneficiario,pagamento com atraso de 2 dias; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade intermediario; indicador de inadimplencia elevado
1212,1f96127ff20b251c3fbdb2f2591d4d6edc884bd4604ecc7310e1bb34353157b0,29.0,baixo,28.82,desvio leve,28.95,1372.97,0,SC,SC,DM DUPLICATA MERCANTIL,nao,-1.1528,-0.8609,1.1528,valor 1.15 desvios abaixo da media do pagador; valor 0.86 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado; indicador de inadimplencia elevado
1213,f73c5f2d46febc0a8946aba2c526acf3ad343fb27271ac291e9f9de81fb65d4c,24.67,baixo,38.89,desvio leve,28.94,359851.59,2,SP,SP,DM DUPLICATA MERCANTIL,nao,1.5554,1.5554,1.5554,valor 1.56 desvios acima da media do pagador; valor 1.56 desvios acima da media do beneficiario,pagamento com atraso de 2 dias; valor nominal entre os 5% maiores da base; pagador com baixa liquidez
1214,a7be879fe66905ad9a819966881b56203ed78251b1c09da5466e3926e622fe5c,13.0,baixo,66.12,anomalia moderada,28.94,7548.00,0,SP,SP,DM DUPLICATA MERCANTIL,nao,-2.6447,,2.6447,valor 2.64 desvios abaixo da media do pagador,pagador com alta recorrencia de boletos; historico de atraso moderado
1215,26ff4c67f60e5f4ab4bf9a3c1888ea3100bc2cc0fcd7b224a4ba183b9aa1c810,41.33,medio,0.0,comportamento normal,28.93,50000.00,4,SP,SP,DM DUPLICATA MERCANTIL,sim,,,0.0,historico insuficiente para teste estatistico,boleto sem valor de baixa; pagamento com atraso de 4 dias; valor nominal elevado; pagador com baixa liquidez; score de quantidade intermediario
1216,e9112863597b449bc365074a2619f8ab3b0871b7757572fb181795b4b6f50bd1,36.33,medio,11.65,comportamento normal,28.93,464.99,1,PR,PR,DM DUPLICATA MERCANTIL,sim,-0.4661,-0.4661,0.4661,valor 0.47 desvios abaixo da media do pagador; valor 0.47 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 1 dias; score de materialidade desfavoravel; score de quantidade baixo
1217,f47c8580f8ee1f24fd13beae6652c31539a8f80975d26566abeea5dc138eb8f9,16.33,baixo,58.32,anomalia moderada,28.93,174.65,1,RS,,DM DUPLICATA MERCANTIL,nao,1.3953,2.3327,2.3327,valor 1.40 desvios acima da media do pagador; valor 2.33 desvios acima da media do beneficiario,pagamento com atraso de 1 dias; beneficiario com alta concentracao operacional; indicador de inadimplencia elevado
1218,fdb44134ba18eb14d1a2d206fca561f65b331c277592b353007ad6d5ca829b35,29.0,baixo,28.72,desvio leve,28.92,2046.92,0,BA,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,-0.1696,-1.1488,1.1488,valor 0.17 desvios abaixo da media do pagador; valor 1.15 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com liquidez moderada; beneficiario com baixa liquidez; indicador de inadimplencia moderado
1219,657fea4c519e61b7acd35f23cdc8fdee011084f89b027130cfce101bcd00ac69,29.0,baixo,28.72,desvio leve,28.92,2046.92,0,BA,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,-0.1696,-1.1488,1.1488,valor 0.17 desvios abaixo da media do pagador; valor 1.15 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com liquidez moderada; beneficiario com baixa liquidez; indicador de inadimplencia moderado
1220,b9df4af2dfa1713ecdddf9f9577f968545300553590264ba517d5b73996edb00,29.0,baixo,28.72,desvio leve,28.92,2046.92,0,BA,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,-0.1696,-1.1488,1.1488,valor 0.17 desvios abaixo da media do pagador; valor 1.15 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com liquidez moderada; beneficiario com baixa liquidez; indicador de inadimplencia moderado
1221,ef10eccdc5189734c7eb2cece3ddbe55664446ad59cd16e064b6637c767cc273,29.0,baixo,28.72,desvio leve,28.92,2046.92,0,BA,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,-0.1696,-1.1488,1.1488,valor 0.17 desvios abaixo da media do pagador; valor 1.15 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com liquidez moderada; beneficiario com baixa liquidez; indicador de inadimplencia moderado
1222,9dc6f8ba18ca87301e64b2324ae8b073596a7dec9c33173cd6972c08b6d10e4e,32.0,medio,21.69,comportamento normal,28.91,2542.40,-14,RS,RS,DM DUPLICATA MERCANTIL,nao,-0.8677,-0.6248,0.8677,valor 0.87 desvios abaixo da media do pagador; valor 0.62 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1223,2c3260a38278d3310af9a3e3e858c26f759f7f4d444df786d9cabf84100c6d6c,32.0,medio,21.65,comportamento normal,28.89,2562.00,-53,RS,RS,DM DUPLICATA MERCANTIL,nao,-0.866,-0.6237,0.866,valor 0.87 desvios abaixo da media do pagador; valor 0.62 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1224,6491309b0064ea1d2c3a3e05ef092dd742352ec955fe7f3255b9742b8b1fed9a,32.0,medio,21.65,comportamento normal,28.89,2562.00,-40,RS,RS,DM DUPLICATA MERCANTIL,nao,-0.866,-0.6237,0.866,valor 0.87 desvios abaixo da media do pagador; valor 0.62 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1225,ed177d160ab697dae66b8c435bec1f12da19d663efe2e1331dcf586bdc8ca8e3,23.67,baixo,41.06,desvio leve,28.89,4874.52,5,SP,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,-0.8417,-1.6423,1.6423,valor 0.84 desvios abaixo da media do pagador; valor 1.64 desvios abaixo da media do beneficiario,pagamento com atraso de 5 dias; pagador com alta recorrencia de boletos; pagador com liquidez moderada; indicador de inadimplencia elevado
1226,7232fd2f099c61e2960616284bd81e5108d299a87e9f37dd6e3cd466b93b8aef,11.33,baixo,69.85,anomalia moderada,28.89,10209.05,1,SP,RN,DM DUPLICATA MERCANTIL,nao,,2.7938,2.7938,valor 2.79 desvios acima da media do beneficiario,pagamento com atraso de 1 dias; beneficiario com alta concentracao operacional; historico de atraso moderado
1227,845c1bb29e232d221bb0a99b547464a4adc14f978abf3d5ff3e898b167c6ae7a,30.0,medio,26.27,desvio leve,28.88,2543.45,0,BA,,DM DUPLICATA MERCANTIL,nao,-1.051,-0.871,1.051,valor 1.05 desvios abaixo da media do pagador; valor 0.87 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; beneficiario com baixa liquidez; historico de atraso moderado; indicador de inadimplencia moderado
1228,eb84b03711222cd748e8a185f25c27e7c1757f61ddf230ded07592bf4593e3e1,30.0,medio,26.27,desvio leve,28.88,2543.45,0,BA,,DM DUPLICATA MERCANTIL,nao,-1.051,-0.871,1.051,valor 1.05 desvios abaixo da media do pagador; valor 0.87 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; beneficiario com baixa liquidez; historico de atraso moderado; indicador de inadimplencia moderado
1229,f90449ee36c6d17cbf96b816c73c14473b52c1911a6ab3d42aac7c17971f6d1f,19.0,baixo,51.92,anomalia moderada,28.88,7150.11,0,RS,RS,DM DUPLICATA MERCANTIL,nao,-0.2926,2.0769,2.0769,valor 0.29 desvios abaixo da media do pagador; valor 2.08 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
1230,7e17deb3a8a69f3ba0761aaa855de4df290d7f2747f58523eed892971abc5560,33.67,medio,17.68,comportamento normal,28.87,23368.92,17,SP,PR,DMI DUPLICATA MERCANTIL INDICACAO,sim,,0.7071,0.7071,valor 0.71 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 17 dias; historico de atraso moderado; indicador de inadimplencia moderado
1231,a833850358d476b94d768fb13194021ef48ba5ebe1305f66e9c873dd7e7818b6,33.67,medio,17.68,comportamento normal,28.87,23368.92,17,SP,PR,DMI DUPLICATA MERCANTIL INDICACAO,sim,,0.7071,0.7071,valor 0.71 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 17 dias; historico de atraso moderado; indicador de inadimplencia moderado
1232,c4078a12ff907ce26b102f3f39edd1914da8948552e8c48aded83085992109be,40.67,medio,1.32,comportamento normal,28.86,108.70,11,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,sim,,-0.0527,0.0527,valor 0.05 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 11 dias; beneficiario com alta concentracao operacional; score de quantidade baixo; indicador de inadimplencia moderado
1233,91ca51948a5c51db213554cd1dc5ede3023fb8afdb3c710a2351dceda45eea2c,40.67,medio,1.3,comportamento normal,28.86,128.79,5,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0522,0.0522,valor 0.05 desvios abaixo da media do beneficiario,pagamento com atraso de 5 dias; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de materialidade intermediario; score de quantidade baixo
1234,4216559a615c8b5c2e44f31f89b189316635ab437ea3fd382e145d894169019d,29.67,baixo,26.91,desvio leve,28.84,1033.20,5,SP,,DM DUPLICATA MERCANTIL,nao,1.0763,1.0,1.0763,valor 1.08 desvios acima da media do pagador; valor 1.00 desvios acima da media do beneficiario,pagamento com atraso de 5 dias; pagador com baixa liquidez; score de quantidade baixo; indicador de inadimplencia elevado
1235,7b6470a53c0e45c391f24df3c7525f6e6f90dd379a035881bb86041a7c7eeeae,11.0,baixo,70.37,anomalia moderada,28.81,1837.56,0,MA,SC,DM DUPLICATA MERCANTIL,nao,,2.8149,2.8149,valor 2.81 desvios acima da media do beneficiario,beneficiario com alta concentracao operacional; indicador de inadimplencia moderado
1236,80505e233e0c6ee3286ef3c85488bf46281bd04d782ba4dabd1dc48fda7ba395,26.33,baixo,34.56,desvio leve,28.8,5237.50,4,SP,SP,DM DUPLICATA MERCANTIL,nao,1.2247,1.3825,1.3825,valor 1.22 desvios acima da media do pagador; valor 1.38 desvios acima da media do beneficiario,pagamento com atraso de 4 dias; pagador com recorrencia relevante; beneficiario com baixa liquidez; historico de atraso moderado; indicador de inadimplencia elevado
1237,ca529ff8ceedd7092a91ea2c3496fc1b29e7663294c760087fcd151b1a86b27d,26.0,baixo,35.35,desvio leve,28.8,314.30,,SP,SP,DM DUPLICATA MERCANTIL,sim,,1.4142,1.4142,valor 1.41 desvios acima da media do beneficiario,boleto sem valor de baixa; score de quantidade baixo
1238,2617e18d37ffb7ac78a32d4e7f0eef07476b2ca53d76387e5c6e2905c8a4437f,29.0,baixo,28.29,desvio leve,28.79,2199.89,0,BA,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,-0.0705,1.1317,1.1317,valor 0.07 desvios abaixo da media do pagador; valor 1.13 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com liquidez moderada; beneficiario com baixa liquidez; indicador de inadimplencia moderado
1239,14049f6dfe52d86f7b44a6ff683748809dce39e4bce2f0bcb06fb79a8d59c9be,29.0,baixo,28.29,desvio leve,28.79,2199.89,0,BA,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,-0.0705,1.1317,1.1317,valor 0.07 desvios abaixo da media do pagador; valor 1.13 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com liquidez moderada; beneficiario com baixa liquidez; indicador de inadimplencia moderado
1240,c4229d48d1585b1ac2842888d9fe2062545859a5e77fd296da2bdbd164b648af,27.0,baixo,32.93,desvio leve,28.78,114380.77,0,SP,SP,DM DUPLICATA MERCANTIL,nao,-1.3173,1.2671,1.3173,valor 1.32 desvios abaixo da media do pagador; valor 1.27 desvios acima da media do beneficiario,valor nominal elevado; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
1241,64ceb19d43a43573be9ea408ff81fed130c9a00673cc70ce66417c621e827e2d,27.0,baixo,32.93,desvio leve,28.78,114380.77,0,SP,SP,DM DUPLICATA MERCANTIL,nao,-1.3173,1.2671,1.3173,valor 1.32 desvios abaixo da media do pagador; valor 1.27 desvios acima da media do beneficiario,valor nominal elevado; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
1242,61a0e5cf28e6328b35bf00b2af98954b9e8667407447b1334b7aa385ef5af024,27.0,baixo,32.93,desvio leve,28.78,114380.77,-1,SP,SP,DM DUPLICATA MERCANTIL,nao,-1.3173,1.2671,1.3173,valor 1.32 desvios abaixo da media do pagador; valor 1.27 desvios acima da media do beneficiario,valor nominal elevado; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
